EventName OriginTime Latitude(deg) Longitude(deg) Depth(km) Magnitude Strike Dip Rake
flegrei_2023_09_26_06_31_43 2023-09-26T06:31:43.579Z 40.8075 14.106667 3585.170621 2.49573 273.78874893854794 57.0868114600553 -119.30217686829684
flegrei_2023_09_26_07_10_29 2023-09-26T07:10:29.589Z 40.805833 14.108 3804.660127 3.20415 90.30448629702 40.3490810887554 -121.60928132817487
flegrei_2023_09_27_01_35_34 2023-09-27T01:35:34.349Z 40.819167 14.159 2751.620909 3.30669 258.1153536856811 25.222752445634615 -10.492174510880341
flegrei_2023_09_29_21_57_58 2023-09-29T21:57:58.319Z 40.8265 14.139667 3267.552653 2.26402 346.5693337132915 42.37910811166771 -107.16286293018189
flegrei_2023_10_01_13_33_09 2023-10-01T13:33:09.019Z 40.832833 14.135667 3039.086347 2.67769 266.69400221461103 59.280814981006344 -84.57055793652763
flegrei_2023_10_02_20_08_26 2023-10-02T20:08:26.690Z 40.830667 14.15 3541.451512 3.33073 238.14166199895226 63.617324395968105 -76.61398661675668
flegrei_2023_10_04_08_46_55 2023-10-04T08:46:55.029Z 40.8295 14.134167 3433.168211 2.8245 301.32270783883246 44.211067316538944 -109.90608014259602
flegrei_2023_10_16_10_36_21 2023-10-16T10:36:21.119Z 40.825 14.142167 1174.682191 2.54464 34.42630508461856 45.0337236442633 -50.246094421926486
flegrei_2023_11_23_18_41_46 2023-11-23T18:41:46.900Z 40.8315 14.133333 3147.387244 2.60213 272.34254591559346 64.55932038019077 -95.49343070365298
flegrei_2024_01_21_09_35_04 2024-01-21T09:35:04.859Z 40.806333 14.106667 4129.33741 2.6249 276.08361253087855 45.520615610880746 -111.94756260021198
flegrei_2024_02_17_18_09_50 2024-02-17T18:09:50.630Z 40.811333 14.0975 3809.138613 2.47033 135.4330094622811 57.71305528313798 -114.09028947673809
flegrei_2024_03_03_09_01_59 2024-03-03T09:01:59.609Z 40.816 14.152167 3899.349599 3.02807 98.02853392151746 43.194760841637084 -154.2381663491447
flegrei_2024_04_04_05_14_36 2024-04-04T05:14:36.519Z 40.825833 14.114 3883.802479 2.59451 201.7605805440702 57.95546333205217 -74.59651507001207
flegrei_2024_04_06_11_59_31 2024-04-06T11:59:31.900Z 40.803667 14.1145 3528.02431 2.65426 271.8373521141135 49.308679938726065 -99.03459050371302
flegrei_2024_04_09_20_32_10 2024-04-09T20:32:10.109Z 40.832833 14.147167 2701.49931 2.5021 246.58569847287785 65.46418433972555 -132.60031082622766
flegrei_2024_04_14_07_44_24 2024-04-14T07:44:24.099Z 40.828167 14.137333 2134.269031 3.07092 276.4233947217229 60.979930600953075 -87.76084579675663
flegrei_2024_04_14_07_57_58 2024-04-14T07:57:58.049Z 40.824667 14.140167 1128.89597 1.6642 280.6791766066059 75.37376148242379 -103.5771173965141
flegrei_2024_04_14_08_01_43 2024-04-14T08:01:43.700Z 40.829 14.138167 2234.559404 2.70371 256.7373246767626 44.0680172852637 -72.3637367849982
flegrei_2024_04_14_08_08_31 2024-04-14T08:08:31.279Z 40.8285 14.137833 1863.145189 2.02966 260.817395657878 61.4948431135154 -108.96230241245472
flegrei_2024_04_16_03_38_05 2024-04-16T03:38:05.549Z 40.828667 14.151667 2070.4383 2.20572 270.501418650012 62.95616240421007 -68.49603568621214
flegrei_2024_04_26_01_47_42 2024-04-26T01:47:42.309Z 40.832833 14.147833 2121.01678 2.19944 70.20789468452959 69.56465115878544 121.0293165429418
flegrei_2024_04_27_03_44_56 2024-04-27T03:44:56.289Z 40.8085 14.094 3317.272782 3.34479 115.70695373011182 55.90580727684909 -130.94394835685426
flegrei_2024_05_07_01_47_54 2024-05-07T01:47:54.559Z 40.826 14.145 1313.647895 2.4294 55.898753450867986 57.37349639807073 -113.74027926420655
flegrei_2024_05_07_03_53_22 2024-05-07T03:53:22.359Z 40.827 14.144167 1268.026014 2.52452 56.20817329045251 54.186553131552635 -96.48427518471114
flegrei_2024_05_07_17_37_25 2024-05-07T17:37:25.089Z 40.827833 14.1415 2094.443304 2.38847 54.929506039681165 47.695037898725424 -63.2909170159549
flegrei_2024_05_08_05_29_10 2024-05-08T05:29:10.440Z 40.8325 14.13 1732.593431 1.84587 98.78068207198054 61.64213804367654 61.72042281394905
flegrei_2024_05_13_01_30_20 2024-05-13T01:30:20.750Z 40.832333 14.092 3524.186821 2.73329 67.62884575435827 71.4445304139495 -0.75460327666939
flegrei_2024_05_13_20_49_58 2024-05-13T20:49:58.500Z 40.8315 14.140167 1380.209341 1.7731 254.00294702010598 72.64829990980999 -103.92237418519079
flegrei_2024_05_18_04_30_55 2024-05-18T04:30:55.200Z 40.835333 14.143333 3349.066619 2.58872 263.8906729628455 70.22529261366931 -91.37827447371971
flegrei_2024_05_20_17_51_14 2024-05-20T17:51:14.940Z 40.838667 14.128833 4066.214114 3.23972 246.39258149466286 53.75717448182158 -121.1953827190284
flegrei_2024_05_20_18_10_03 2024-05-20T18:10:03.549Z 40.827333 14.1375 3259.076558 3.86663 60.72281191419067 61.896443003032644 -95.212874586547
flegrei_2024_05_20_19_46_14 2024-05-20T19:46:14.190Z 40.829667 14.136167 3322.046607 3.81877 270.80401171458925 55.79116784684188 -78.20660313103478
flegrei_2024_05_20_19_55_37 2024-05-20T19:55:37.839Z 40.822833 14.125667 2965.675804 2.84706 81.21991355285901 59.137163947101136 -107.53696177005972
flegrei_2024_05_20_21_00_55 2024-05-20T21:00:55.170Z 40.822667 14.124333 2713.719569 2.96421 53.86511699107093 51.54231654623109 -78.42405091545493
flegrei_2024_05_22_06_28_00 2024-05-22T06:28:00.380Z 40.8085 14.107667 4330.386578 3.36122 73.99975857810432 58.3951798706599 -126.0124928068987
flegrei_2024_05_25_01_03_23 2024-05-25T01:03:23.859Z 40.8295 14.140167 2914.101501 2.35094 123.74900024582965 58.09599587708183 -76.87995681544601
flegrei_2024_06_08_01_52_04 2024-06-08T01:52:04.829Z 40.829833 14.144 2105.918831 2.53174 233.161115391531 67.9878273296514 -109.80170067578582
flegrei_2024_06_08_02_09_03 2024-06-08T02:09:03.579Z 40.830667 14.149 1285.675587 2.7874 62.86332538405015 47.28816314626346 -30.590489095193398
flegrei_2024_06_18_01_58_24 2024-06-18T01:58:24.410Z 40.832 14.084333 2428.11137 2.3711 254.5293370331747 35.643525061772856 7.366169436858795
flegrei_2024_07_02_13_10_14 2024-07-02T13:10:14.789Z 40.815 14.1555 2744.854581 2.56197 202.22336993759447 76.77038410687977 110.57373852713583
flegrei_2024_07_03_00_18_44 2024-07-03T00:18:44.369Z 40.820333 14.153167 3168.41454 2.78079 62.35164294946602 26.886163813774264 129.53883483620385
flegrei_2024_07_11_09_59_20 2024-07-11T09:59:20.049Z 40.835667 14.144833 1824.453195 2.23734 95.5285167900677 85.67759472709508 87.11925194080496
flegrei_2024_07_18_06_08_37 2024-07-18T06:08:37.640Z 40.831 14.150667 2234.693447 2.86833 76.33507891744537 48.94520947550087 -72.52246484609161
flegrei_2024_07_26_11_46_21 2024-07-26T11:46:21.119Z 40.805667 14.098333 3620.857343 3.50779 85.22543215699652 35.53317957924722 -144.70526426348712
flegrei_2024_08_18_00_29_21 2024-08-18T00:29:21.829Z 40.8185 14.140833 1077.276425 1.71453 265.12501840074435 86.90620866465359 -88.34315691010775
flegrei_2024_08_30_19_23_15 2024-08-30T19:23:15.839Z 40.828167 14.1445 2428.270213 2.91827 282.4492784599206 62.111310831141374 -27.43057752960461
flegrei_2024_10_12_04_54_23 2024-10-12T04:54:23.920Z 40.802833 14.151 2656.237514 2.15919 294.3824867729655 68.9164130636528 41.50762316043777
flegrei_2024_10_13_06_07_53 2024-10-13T06:07:53.500Z 40.8345 14.147833 2778.03204 2.65717 250.15116886932825 68.64653622152453 -110.21671689919636
flegrei_2024_12_06_04_33_59 2024-12-06T04:33:59.779Z 40.822667 14.133833 768.8403959 2.20679 230.49933993739742 51.04872525125367 -42.95360323887411
flegrei_2025_01_17_16_53_50 2025-01-17T16:53:50.109Z 40.828167 14.135 1347.162034 2.77358 344.0513996603151 66.67865469611768 -107.86219470470174
flegrei_2025_02_05_07_52_02 2025-02-05T07:52:02.910Z 40.829333 14.151667 2550.183786 2.86354 257.4554404433397 55.19771553546702 -44.02027937143939
flegrei_2025_02_12_22_27_14 2025-02-12T22:27:14.000Z 40.831333 14.149 1870.223014 2.35051 44.341263753498076 50.58440426930427 -83.5632487773005
flegrei_2025_02_13_22_18_28 2025-02-13T22:18:28.160Z 40.831333 14.146167 1821.793221 2.22127 52.52630827648331 59.09097519019875 -94.09152930220411
flegrei_2025_02_16_14_30_02 2025-02-16T14:30:02.630Z 40.809667 14.105667 3549.478036 3.49576 126.75027980784975 63.61567873378475 -58.15967662762398
flegrei_2025_02_16_16_30_41 2025-02-16T16:30:41.950Z 40.832833 14.130833 3325.909857 2.70911 99.42443541486848 51.75805167965722 -84.70718278523812
flegrei_2025_02_16_22_45_12 2025-02-16T22:45:12.140Z 40.8325 14.147667 1914.131144 2.25795 254.54868304324776 64.5099909983547 -75.7129489712116
flegrei_2025_02_16_22_46_47 2025-02-16T22:46:47.509Z 40.827167 14.141167 1171.281934 2.03531 45.32110549784715 56.665105445723555 -70.75733573570585
flegrei_2025_02_16_23_19_52 2025-02-16T23:19:52.539Z 40.828833 14.148333 3530.083777 3.52725 223.5008356191508 64.12147087119514 -104.87951123822111
flegrei_2025_02_17_07_12_10 2025-02-17T07:12:10.559Z 40.830167 14.142333 1863.879759 2.68679 56.198086162150226 69.65460006790452 -72.51741898215069
flegrei_2025_02_17_16_53_24 2025-02-17T16:53:24.869Z 40.827833 14.1435 1642.533447 2.26493 50.841612102308275 50.10667896884254 -63.653192622939684
flegrei_2025_02_17_17_15_54 2025-02-17T17:15:54.150Z 40.829667 14.1475 1990.635744 2.20072 48.969635795417126 51.68746392755202 -80.26533555634583
flegrei_2025_02_17_17_55_35 2025-02-17T17:55:35.029Z 40.826333 14.141833 1160.894563 2.1276 40.727298297460834 66.60766455931345 -89.93358176630461
flegrei_2025_02_17_20_23_44 2025-02-17T20:23:44.000Z 40.828 14.142833 1866.736465 2.45617 224.31701308361716 58.14417670998995 -105.9410486748738
flegrei_2025_02_18_02_22_19 2025-02-18T02:22:19.849Z 40.828833 14.1415 1887.150502 2.61262 255.48912104691772 54.21607777417509 -106.548111815005
flegrei_2025_02_19_00_31_12 2025-02-19T00:31:12.579Z 40.8325 14.1485 1949.592925 2.30698 242.1538050469692 44.976514357476546 -66.85839422115616
flegrei_2025_02_19_03_04_15 2025-02-19T03:04:15.589Z 40.828 14.146167 1853.117614 2.37612 33.226306269531136 62.39021502052843 -106.25596398456152
flegrei_2025_02_19_14_55_11 2025-02-19T14:55:11.190Z 40.828167 14.142 1562.714482 2.62978 44.839625100780864 74.7994397812245 -69.44778939630118
flegrei_2025_03_06_23_38_43 2025-03-06T23:38:43.099Z 40.823833 14.135 1579.86391 2.39835 290.3539574127412 80.06250462566774 -117.28774015151603
flegrei_2025_03_09_23_59_14 2025-03-09T23:59:14.549Z 40.830333 14.083333 3352.143429 2.57325 123.05759755832842 89.4885566420652 -158.82630092344343
flegrei_2025_03_11_02_04_09 2025-03-11T02:04:09.559Z 40.827 14.138167 2075.603281 2.81955 222.16375510197932 57.675003841499844 -82.92253876113584
flegrei_2025_03_13_00_25_02 2025-03-13T00:25:02.509Z 40.8175 14.149 2495.090295 3.8361 261.29771585900505 76.41840741000735 -97.05963235216927
flegrei_2025_03_14_18_44_10 2025-03-14T18:44:10.519Z 40.819667 14.1575 4006.700651 3.22981 319.1752474172704 46.038679906266864 -122.33988244008792
flegrei_2025_03_15_12_32_27 2025-03-15T12:32:27.089Z 40.829667 14.132333 3071.563782 3.48506 283.2137812893764 59.42350150447052 -69.07499494791789
